Profile_mean,Profile_stdev,Profile_skewness,Profile_kurtosis,DM_mean,DM_stdev,DM_skewness,DM_kurtosis,class
1.149317023663135,1.3348316431032954,-0.6695695305719321,-0.4004590045046583,-0.31944025901189665,-0.37062546745408753,-0.07279778064934435,-0.2874381209356787,0
-0.33416820364449706,1.8022653263971165,-0.011784761618462095,-0.3705354894194003,-0.37110188493951723,-0.5889241018757264,0.5044269388923468,0.2115814478015612,0
-0.3143721577042392,-1.05332222418607,-0.14523255836860963,-0.11659286216799788,-0.32210703158390036,-0.2353281598672472,-0.12599609158797442,-0.39137346283901414,0
1.0006944018347375,1.5532544087621651,-0.5134086153288495,-0.39017808809823207,-0.3044042009357462,-0.2756664908758266,-0.312265386499662,-0.48130030354822156,0
-0.871402435007803,-0.8588788056426744,0.11560870852257915,-0.1048661596804686,-0.38801035777716447,-0.7631111164921278,1.3240261370999955,1.3867939939657257,0
-0.6825786121930356,0.021712990907202908,0.05079613195601785,-0.21945764173288637,-0.3724920110739739,-0.6051064855716157,0.5144717684037808,0.24914004288495215,0
0.32762883986596986,0.32376564076359665,-0.4195421489815135,-0.3052084369295621,-0.39410989075655567,-0.8755458452449332,2.4196086088138022,3.5197948888331196,0
0.7524824411991965,-0.9799032121231255,-0.5979079356102232,-0.22386455007635583,-0.3865918617354456,-0.6136392420042214,1.1619927741979177,0.8767005607871382,0
-0.1493035900177813,0.8881409243865088,-0.023655072149877443,-0.25940318054148725,-0.3488882368990553,-0.6080967811597631,0.15478330912407734,0.0292437438946319,0
-0.14899903546485424,-1.030694869235664,-0.011254872797074282,-0.09848044530044546,-0.28959510225341506,-0.06913686497298618,-0.20117243976799717,-0.4419517383148345,0
1.2084006069309816,-0.18434301721535834,-0.7501674711335001,-0.24098393674669752,-0.24559335495107645,0.1378212050919427,-0.4942980661978163,-0.6292867450548051,0
0.8645585166763486,-0.36406377669432166,-0.5252931127571264,-0.26831825602095305,-0.3726338606781458,-0.7354231198871897,0.8141451875079745,0.851416837578683,0
